S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
4789,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1734480,-,732,Strata,21 to 25,2370,1/9/22
4790,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1617660,-,732,Strata,01 to 05,2210,1/9/22
4791,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1655280,-,732,Strata,16 to 20,2261,1/9/22
4792,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1702800,-,732,Strata,16 to 20,2326,1/9/22
4793,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1687950,-,732,Strata,16 to 20,2306,1/9/22
4794,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1633500,-,732,Strata,11 to 15,2232,1/9/22
4795,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1790910,-,732,Strata,21 to 25,2447,1/9/22
4796,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1605780,-,732,Strata,06 to 10,2194,1/9/22
4797,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1668150,-,732,Strata,16 to 20,2279,1/9/22
4798,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1587960,-,732,Strata,06 to 10,2169,1/9/22
4799,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1612710,-,732,Strata,06 to 10,2203,1/9/22
4800,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1819620,-,732,Strata,21 to 25,2486,1/9/22
4801,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2895750,-,1528,Strata,06 to 10,1895,1/9/22
4802,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2961090,-,1528,Strata,11 to 15,1937,1/9/22
4803,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2937330,-,1528,Strata,06 to 10,1922,1/9/22
4804,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3089790,-,1528,Strata,16 to 20,2021,1/9/22
4805,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3023460,-,1528,Strata,16 to 20,1978,1/9/22
4806,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3050190,-,1528,Strata,16 to 20,1996,1/9/22
4807,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3111570,-,1528,Strata,21 to 25,2036,1/9/22
4808,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3182850,-,1528,Strata,21 to 25,2082,1/9/22
4809,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1359270,-,678,Strata,01 to 05,2004,1/9/22
4810,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1468170,-,678,Strata,16 to 20,2165,1/9/22
4811,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1394910,-,678,Strata,06 to 10,2057,1/9/22
4812,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1540440,-,678,Strata,21 to 25,2272,1/9/22
4813,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1377090,-,678,Strata,06 to 10,2031,1/9/22
4814,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1584990,-,678,Strata,21 to 25,2337,1/9/22
4815,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1401840,-,678,Strata,06 to 10,2067,1/9/22
4816,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1913670,-,969,Strata,11 to 15,1975,1/9/22
4817,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1875060,-,969,Strata,06 to 10,1936,1/9/22
4818,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1836450,-,969,Strata,06 to 10,1896,1/9/22
4819,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1924560,-,969,Strata,16 to 20,1987,1/9/22
4820,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1971090,-,969,Strata,16 to 20,2035,1/9/22
4821,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1893870,-,969,Strata,11 to 15,1955,1/9/22
4822,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2003760,-,969,Strata,21 to 25,2068,1/9/22
4823,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1866150,-,969,Strata,06 to 10,1926,1/9/22
4824,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1902780,-,969,Strata,11 to 15,1964,1/9/22
4825,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1820610,-,969,Strata,01 to 05,1879,1/9/22
4826,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1937430,-,969,Strata,16 to 20,2000,1/9/22
4827,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2020590,-,969,Strata,21 to 25,2086,1/9/22
4828,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1883970,-,969,Strata,11 to 15,1945,1/9/22
4829,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1857240,-,969,Strata,06 to 10,1917,1/9/22
4830,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1828530,-,969,Strata,01 to 05,1887,1/9/22
4831,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1985940,-,969,Strata,16 to 20,2050,1/9/22
4832,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1844370,-,969,Strata,06 to 10,1904,1/9/22
4833,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3161070,-,1528,Strata,21 to 25,2068,1/9/22
4834,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,3011580,-,1528,Strata,11 to 15,1970,1/9/22
4835,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1447380,-,678,Strata,06 to 10,2134,1/9/22
4836,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2241360,-,1130,Strata,06 to 10,1983,1/9/22
4837,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2289870,-,1130,Strata,11 to 15,2026,1/9/22
4838,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2249280,-,1130,Strata,06 to 10,1990,1/9/22
4839,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2320560,-,1130,Strata,11 to 15,2053,1/9/22
4840,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2348280,-,1130,Strata,16 to 20,2078,1/9/22
4841,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2515590,-,1130,Strata,21 to 25,2226,1/9/22
4842,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2442330,-,1130,Strata,21 to 25,2161,1/9/22
4843,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2271060,-,1130,Strata,06 to 10,2009,1/9/22
4844,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2333430,-,1130,Strata,16 to 20,2065,1/9/22
4845,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2225520,-,1130,Strata,01 to 05,1969,1/9/22
4846,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1137510,-,527,Strata,11 to 15,2157,1/9/22
4847,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1155330,-,527,Strata,16 to 20,2190,1/9/22
4848,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1221660,-,527,Strata,21 to 25,2316,1/9/22
4849,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1255320,-,527,Strata,21 to 25,2380,1/9/22
4850,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1129590,-,527,Strata,11 to 15,2142,1/9/22
4851,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2131470,-,1109,Strata,06 to 10,1923,1/9/22
4852,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2169090,-,1109,Strata,11 to 15,1956,1/9/22
4853,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2113650,-,1109,Strata,06 to 10,1906,1/9/22
4854,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2083950,-,1109,Strata,01 to 05,1880,1/9/22
4855,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2140380,-,1109,Strata,11 to 15,1931,1/9/22
4856,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2149290,-,1109,Strata,11 to 15,1939,1/9/22
4857,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2099790,-,1109,Strata,06 to 10,1894,1/9/22
4858,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2091870,-,1109,Strata,06 to 10,1887,1/9/22
4859,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2076030,-,1109,Strata,01 to 05,1873,1/9/22
4860,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2122560,-,1109,Strata,06 to 10,1914,1/9/22
4861,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2179980,-,1109,Strata,16 to 20,1966,1/9/22
4862,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2278980,-,1109,Strata,06 to 10,2056,1/9/22
4863,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2417580,-,1109,Strata,16 to 20,2181,1/9/22
4864,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2492820,-,1109,Strata,21 to 25,2248,1/9/22
4865,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2453220,-,1109,Strata,21 to 25,2213,1/9/22
4866,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2350260,-,1109,Strata,11 to 15,2120,1/9/22
4867,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2262150,-,1130,Strata,06 to 10,2002,1/9/22
4868,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2307690,-,1130,Strata,11 to 15,2042,1/9/22
4869,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2370060,-,1130,Strata,16 to 20,2097,1/9/22
4870,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2485890,-,1130,Strata,21 to 25,2199,1/9/22
4871,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2463120,-,1130,Strata,21 to 25,2179,1/9/22
4872,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2298780,-,1130,Strata,11 to 15,2034,1/9/22
4873,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2279970,-,1130,Strata,06 to 10,2017,1/9/22
4874,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2386890,-,1130,Strata,16 to 20,2112,1/9/22
4875,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2233440,-,1130,Strata,01 to 05,1976,1/9/22
4876,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2423520,-,1130,Strata,21 to 25,2144,1/9/22
4877,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1873080,-,980,Strata,01 to 05,1912,1/9/22
4878,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2083950,-,980,Strata,21 to 25,2128,1/9/22
4879,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2065140,-,980,Strata,21 to 25,2108,1/9/22
4880,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1911690,-,980,Strata,06 to 10,1952,1/9/22
4881,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2031480,-,980,Strata,16 to 20,2074,1/9/22
4882,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1938420,-,980,Strata,11 to 15,1979,1/9/22
4883,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1981980,-,980,Strata,16 to 20,2023,1/9/22
4884,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2048310,-,980,Strata,21 to 25,2091,1/9/22
4885,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1865160,-,980,Strata,01 to 05,1904,1/9/22
4886,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1958220,-,980,Strata,11 to 15,1999,1/9/22
4887,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2337390,-,1109,Strata,11 to 15,2108,1/9/22
4888,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2319570,-,1109,Strata,11 to 15,2092,1/9/22
4889,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2472030,-,1109,Strata,21 to 25,2230,1/9/22
4890,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1401840,-,678,Strata,06 to 10,2067,1/9/22
4891,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1451340,-,678,Strata,16 to 20,2140,1/9/22
4892,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1584990,-,678,Strata,21 to 25,2337,1/9/22
4893,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1431540,-,678,Strata,11 to 15,2111,1/9/22
4894,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1508760,-,678,Strata,21 to 25,2225,1/9/22
4895,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1415700,-,678,Strata,11 to 15,2088,1/9/22
4896,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1440450,-,678,Strata,16 to 20,2124,1/9/22
4897,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1493910,-,678,Strata,16 to 20,2203,1/9/22
4898,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1523610,-,678,Strata,21 to 25,2247,1/9/22
4899,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1377090,-,678,Strata,06 to 10,2031,1/9/22
4900,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1408770,-,678,Strata,11 to 15,2077,1/9/22
4901,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1359270,-,678,Strata,01 to 05,2004,1/9/22
4902,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1771110,-,732,Strata,21 to 25,2420,1/9/22
4903,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1754280,-,732,Strata,21 to 25,2397,1/9/22
4904,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1789920,-,732,Strata,21 to 25,2445,1/9/22
4905,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1839420,-,732,Strata,21 to 25,2513,1/9/22
4906,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1811700,-,732,Strata,21 to 25,2475,1/9/22
4907,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2961090,-,1528,Strata,11 to 15,1937,1/9/22
4908,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1422630,-,678,Strata,11 to 15,2098,1/9/22
4909,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1451340,-,678,Strata,16 to 20,2140,1/9/22
4910,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1377090,-,678,Strata,06 to 10,2031,1/9/22
4911,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1415700,-,678,Strata,11 to 15,2088,1/9/22
4912,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1401840,-,678,Strata,06 to 10,2067,1/9/22
4913,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1365210,-,678,Strata,01 to 05,2013,1/9/22
4914,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1523610,-,678,Strata,21 to 25,2247,1/9/22
4915,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1508760,-,678,Strata,21 to 25,2225,1/9/22
4916,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1394910,-,678,Strata,06 to 10,2057,1/9/22
4917,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1481040,-,678,Strata,16 to 20,2184,1/9/22
4918,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1387980,-,678,Strata,06 to 10,2047,1/9/22
4919,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1584990,-,678,Strata,21 to 25,2337,1/9/22
4920,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1468170,-,678,Strata,16 to 20,2165,1/9/22
4921,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1431540,-,678,Strata,11 to 15,2111,1/9/22
4922,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1493910,-,678,Strata,16 to 20,2203,1/9/22
4923,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1559250,-,678,Strata,21 to 25,2299,1/9/22
4924,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2370060,-,1109,Strata,16 to 20,2138,1/9/22
4925,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2320560,-,1109,Strata,11 to 15,2093,1/9/22
4926,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2289870,-,1109,Strata,11 to 15,2065,1/9/22
4927,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2262150,-,1109,Strata,06 to 10,2040,1/9/22
4928,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2442330,-,1109,Strata,21 to 25,2203,1/9/22
4929,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2279970,-,1109,Strata,06 to 10,2056,1/9/22
4930,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2386890,-,1109,Strata,16 to 20,2153,1/9/22
4931,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2272050,-,1109,Strata,06 to 10,2049,1/9/22
4932,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2296800,-,1109,Strata,01 to 05,2072,1/9/22
4933,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2348280,-,1109,Strata,16 to 20,2118,1/9/22
4934,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2286900,-,1109,Strata,01 to 05,2063,1/9/22
4935,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2271060,-,1109,Strata,06 to 10,2048,1/9/22
4936,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2307690,-,1109,Strata,11 to 15,2081,1/9/22
4937,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2333430,-,1109,Strata,16 to 20,2105,1/9/22
4938,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2404710,-,1109,Strata,16 to 20,2169,1/9/22
4939,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2298780,-,1109,Strata,11 to 15,2073,1/9/22
4940,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2001780,-,990,Strata,01 to 05,2021,1/9/22
4941,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2021580,-,990,Strata,11 to 15,2041,1/9/22
4942,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2118600,-,990,Strata,16 to 20,2139,1/9/22
4943,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,1994850,-,990,Strata,06 to 10,2014,1/9/22
4944,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2012670,-,990,Strata,11 to 15,2032,1/9/22
4945,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2003760,-,990,Strata,11 to 15,2023,1/9/22
4946,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2101770,-,990,Strata,16 to 20,2122,1/9/22
4947,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2137410,-,990,Strata,21 to 25,2158,1/9/22
4948,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2230470,-,990,Strata,21 to 25,2252,1/9/22
4949,LENTOR MODERN,LENTOR CENTRAL,Apartment,26,OCR,99 yrs lease commencing from 2021,New Sale,1,2062170,-,990,Strata,16 to 20,2082,1/9/22
